id	filename	md5	size	state
e43ea3b9-da87-40ae-9ad1-5689c21790c5	TCGA-DX-A1L2-01Z-00-DX1.CEAD4A86-AFFE-4A9B-A7B8-07791459091B.svs	343a9285de351ea5df0a201a55cc14a8	2051897801	released
ed78b959-479d-4a05-9e34-eca05eade04f	TCGA-HB-A2OT-01Z-00-DX1.9927AAAE-13DA-4F6E-91E9-6293223B8BBD.svs	14fbc1c60823c4992ae44a18e6e6542e	1412961849	released
bf1c8eb0-4c18-45fb-9021-35403e1ba848	TCGA-DX-A1KX-01Z-00-DX1.334B2EEA-33C8-40A5-A19F-61D0087C978E.svs	9be54022639883679d51c70f57b4efa5	2126105889	released
8076b447-e19b-4476-a5a8-d9b4f9949757	TCGA-DX-A3UC-01Z-00-DX1.AE45129F-2881-4BAD-A165-A20F033AA3C3.svs	b907bd54ef10323e4d3535bd9063223c	2111888245	released
c42ef5e8-cd5d-497f-a2a1-8d005b51d3b8	TCGA-WK-A8XQ-01Z-00-DX5.8854940D-4B20-4241-B9FD-4F7D1C109D8F.svs	fcc3418dacb6e1876f38f749c57690e2	1117423217	released
46055fd8-cb90-461e-967d-74d8b3d30a8a	TCGA-WK-A8XQ-01Z-00-DX1.9567D1AA-A6BE-4642-9E4A-FA10F5CE189B.svs	c6d4a7385f409d4c2afd6550d554ec3d	1060256165	released
a0e620d8-18d2-458d-9a96-71d9d1e0b4e0	TCGA-DX-A8BP-01Z-00-DX3.8AF7973C-7909-4A63-91C8-C7736197A7A1.svs	3a181e71314c0c8e5526640ae3f1b724	2644713950	released
dee11d72-e6bb-4f36-b61a-800a032dd170	TCGA-FX-A3NJ-01Z-00-DX1.5564E61C-A2F4-4ECA-8C0D-217112DD4E83.svs	e4e5fc17ebb889ee0c9c6bdd6dcb6958	480579710	released
972b25ad-32dc-4496-96b8-da6a339e57a7	TCGA-DX-AB2O-01Z-00-DX4.CFB112CB-5C14-4B69-AE8F-F9E359C5FF26.svs	94acc299ecda734a0cf1c587fc3c0115	2868636781	released
75440b5e-299c-4163-acea-0339a4d83096	TCGA-DX-A6BF-01Z-00-DX2.D5380C86-471E-41CE-B61E-5117794EBCD6.svs	92c17699fa030aecb11178103d4ee432	711441895	released
f519cdfa-8f05-4d1e-b530-bb2cadad7760	TCGA-3B-A9HP-01Z-00-DX1.FE394297-E8C0-4F09-A200-85216BDD1FDB.svs	fcf922cf97034609f514033060c9920c	840569448	released
24e891ec-07e6-4c14-a61b-0f9eaefc0ee8	TCGA-DX-A6YT-01Z-00-DX2.3A24BEFA-FE76-4F22-9A5A-9809B505C83E.svs	68f02b8affff84b152ccacb22f932a99	1173454037	released
f156a125-bfb8-429c-9dd4-172cab5d46fa	TCGA-DX-A6YT-01Z-00-DX5.AB487C5D-89F7-452A-BEF4-02BFBFAC86E4.svs	4dc3c5e92d59d4291f472feaa307d206	1585581337	released
a968e3ba-8586-48a7-8f4e-81d6d6670bb3	TCGA-WK-A8XO-01Z-00-DX2.1B458FAA-9937-4A15-A3E0-4237B75DA1A0.svs	56785e989793c38ba36a8aed109468ab	2116616939	released
1cb213a5-801e-46e1-af2e-dae4d9e89178	TCGA-WK-A8XO-01Z-00-DX1.B5C49FBF-EEF4-40E2-8C7C-4794E6846B65.svs	3b2bca8b2b6f3ebaa5f9ea1024dcf205	2097721957	released
499c5bfb-3630-4f04-bcce-00450ffd2d91	TCGA-WK-A8XO-01Z-00-DX5.45E4CD45-C8B2-4686-861C-5E7264FBA983.svs	059fd1d61e9465cde006e0dbb67ec806	2077956119	released
a37082e5-b0fd-4106-940d-9f7b51bb06dc	TCGA-WK-A8XO-01Z-00-DX4.891550F4-3BAF-4CF7-8DAE-E35248ECE69D.svs	5e37ecb6861c88c76839539d9e76e298	2090031547	released
b3699fcd-d38c-4552-82b4-62f9a7958d51	TCGA-WK-A8XO-01Z-00-DX3.6E73564F-9C51-462F-98B9-5F9693AB783E.svs	a1dacc22bdb4eea63ff8204836a6b232	2111178103	released
9c71de2d-f8c8-41da-8edd-8d14c050c52e	TCGA-DX-A48O-01Z-00-DX1.05E114CB-6FB8-4114-BD90-3CC26E1AC17E.svs	d7d1a0d7d0e165be3a200f2d99334531	2499367801	released
a0190ad1-6779-403e-8d10-6e9abc2e8f3b	TCGA-DX-A23T-01Z-00-DX1.AEFA32EC-6E45-471F-A0F9-D891F1B25A22.svs	ed89247f84404e8f90183d98d575e64b	2061424293	released
1da71326-24f6-4728-b8a9-c97ac84a51be	TCGA-DX-AB35-01Z-00-DX3.B35C6035-4ED2-4E2F-A915-C59E1ACDE65D.svs	b9fb8cf83bf112caf9ee8648f4ce4be5	2075413779	released
815eda94-b15f-439d-a227-0822beb37a2b	TCGA-X2-A95T-01Z-00-DX1.F58FA87E-A30C-4294-8AF4-67B1D1580691.svs	447ad7d511c0822d98d74b2a5b89af6e	1673914247	released
69b56773-7850-4e62-a054-c4e068c94df9	TCGA-DX-AB2Q-01Z-00-DX2.FFB34AE7-35CE-4762-9F2E-A3FA0E68C1F0.svs	b05d83fc52dd4fefbab7b2d8231b519b	2543388935	released
0f1e826a-80c7-4090-b94b-56cd76561801	TCGA-DX-AB2Q-01Z-00-DX4.A4D27A00-E306-4991-9776-2794F5C9DAFF.svs	a1c3344168c11c9eab68750b90ea3326	2419229975	released
bf702b44-685a-4575-8d4a-1308637ee371	TCGA-DX-AB2Q-01Z-00-DX3.A240E006-97F9-4055-847E-01C3962236F6.svs	1ce134e4010fccd36834cc2cf8746bd0	1900026211	released
e4eb9ea1-2b0e-4c79-9a45-31db1f50885d	TCGA-WK-A8XY-01Z-00-DX2.F0FC7B27-D321-417D-A66C-61D7A008E416.svs	3c0c85c56da13df6ec5b49b149ec31d3	1572837965	released
12bd00ee-10d6-4263-8d94-0983417ad4cb	TCGA-WK-A8XY-01Z-00-DX1.75D3630C-EF98-487D-A1E2-BC91B6EB1329.svs	d4c8694c5ae2967f54d823f987ef1932	1544096273	released
e75e0112-1e24-4037-b968-a50cd762f8b2	TCGA-3B-A9HX-01Z-00-DX1.C69540C5-3C64-4346-90E5-D9A3DFF9A6AE.svs	cbc38aa431aade2f807fd96b33580f14	1020926486	released
c51cc1e2-49f1-4dc7-b662-326506d14898	TCGA-HS-A5NA-01Z-00-DX1.AF7E1292-ED65-400D-9F6E-B4369B044A6B.svs	afb93fa995d744576ca98d0b987fddce	249689554	released
9b684603-4053-4733-8ce6-436028b232fc	TCGA-DX-AB2J-01Z-00-DX3.ACDEDA21-FD61-4F11-9F6B-05CF8BB06CA5.svs	fbad1a26748c5b871b72e1f9a40c66bd	1264539787	released
40a68b90-ab90-442a-be4a-ce901036114e	TCGA-DX-AB2J-01Z-00-DX2.A1A17D92-DA2D-447D-965C-3E4EC153B2D4.svs	4afb6056a61b69f73a6ce68b9cf9853a	1732545531	released
95a5cf7b-04b9-4475-9436-837269d1f465	TCGA-DX-AB2J-01Z-00-DX1.162084BD-B915-4B47-824E-450CF5B59F6C.svs	de3580d3bb80f2ac82fdd4855978e7b9	1602569253	released
933fc7c9-251e-4002-a245-a04af0adeee4	TCGA-DX-AB2J-01Z-00-DX4.FBFE63CD-14FE-49C2-B74A-F386BECB2EBE.svs	f6939a4d8c1566362382fd140041c331	1591345151	released
a4e33313-42e4-438b-9309-60aaacc38e86	TCGA-DX-AB2J-01Z-00-DX5.9133C8ED-33F2-46B9-B7D6-98EFFB92FDFC.svs	baa1ffd7c0f9b9fa84ba1faf15962fab	1656463485	released
de422223-a880-4825-b54d-7b4a8434e4f7	TCGA-WK-A8XY-01Z-00-DX4.9CDBD0F4-198F-4AA6-AC38-49E0986BC49D.svs	2e5f6c23a23efa977728c1de29182227	1564931677	released
21aa1854-0f2b-4954-ad87-5b4c7eba42cd	TCGA-WK-A8XZ-01Z-00-DX5.FE850533-E7AB-44B9-8437-53994D623B79.svs	48daabe94b7a204c47aafa03c5f149a9	1424774903	released
98c6a9d4-a107-4638-9c28-36800a176966	TCGA-WK-A8XZ-01Z-00-DX3.7E2F221F-52F9-4A2B-9B7B-84DF3E61489F.svs	c6b3156d0e426b8c0b9b6bede3c89f2b	1411391333	released
10e3e057-4793-464a-b3f4-20fdbdf1d628	TCGA-QQ-A5VC-01Z-00-DX1.39ADCB1D-40E0-4E56-864C-D8F9E5C0753D.svs	430e5e7ec6c9976678329715d0d2ef78	1686660749	released
5395caad-2279-4ef5-902d-1d40602fb8f8	TCGA-DX-AB2T-01Z-00-DX4.4115DCF2-32F4-4E09-A355-7342DC58CFF0.svs	2a4807d878b80c593afbbd1e247cc315	1892028191	released
ed4893fb-adb8-4556-adb9-621a975b0815	TCGA-DX-AB2T-01Z-00-DX3.7FEBC4F9-F46D-4630-9784-CC260BF8A273.svs	670d891b355ed1ae3c3da21472e3a62f	1514444267	released
82bb6d58-7886-43f1-9508-102b75fda1a5	TCGA-WK-A8XX-01Z-00-DX5.3882172D-023C-4011-AB1B-C473EDF15E9E.svs	6dd7429422dc1a88543c10e4d485ae2d	1514221069	released
ac30d025-8f26-4c56-9fc4-cdf9c755a32b	TCGA-DX-AB2T-01Z-00-DX1.19DCF7AE-C84B-41FD-9345-4BC522D6022B.svs	1cf2a557564bc6c06f232cbb9750994d	1045713051	released
38b0209a-6a93-488f-8ed1-8c2d5ad913a1	TCGA-QQ-A8VG-01Z-00-DX1.A9A10DBA-09AE-4C1A-A126-2180536400ED.svs	b430060dda74b447a667c354f570ac18	2074002547	released
1fdc7555-371f-4248-942a-48749bb6e75c	TCGA-WK-A8XX-01Z-00-DX3.EC60C097-1E45-4B82-BB08-6784A740F5C0.svs	afc29a5f4157c2b2ccbe288c38dcb437	1429987977	released
4ab57f9d-a20d-4281-ba33-03116973a3b4	TCGA-DX-AB2P-01Z-00-DX2.8F05B06F-5844-4082-AA6A-2FEDA7957F79.svs	3eefbe22a4ae91fba29b6fff9a0ed9c5	1938622059	released
88da7887-056e-4994-99ff-1cd00a520b2e	TCGA-QQ-A8VG-01Z-00-DX2.9C8082B3-7E59-46C8-88B6-73DD4D2D29E7.svs	90a70296fdc9e945939ec8ebd7ae4560	2591709211	released
4a6c95a5-62e2-44de-b6a3-938ef0cb0dc2	TCGA-DX-AB2P-01Z-00-DX5.E6747971-74CF-42E0-87BA-8B6929615425.svs	bdc00123a915f7fa6f36de51b5bc7aac	1989233653	released
8e94c8d4-9b5f-4858-9ea4-574a60acc5e5	TCGA-DX-AB2P-01Z-00-DX4.F14E06C6-93F1-4CE6-85C0-4D384964E9F7.svs	7cd9987c00db8e7d0061a6ccfc471b2c	1879043659	released
8a20a8b1-e185-4c4b-938f-8c74427c3f2e	TCGA-DX-AB2P-01Z-00-DX1.F6BB6ABC-0332-40B7-A821-639CAF8F88AA.svs	2d288e69656b172743668b30ae5c0ca6	1912935911	released
68871454-a6d1-4279-8256-c0a6bd5f01e9	TCGA-DX-A8BO-01Z-00-DX5.B97A0CD6-F2D6-4B13-B47B-9EB64448D06B.svs	2b9dbf9a0331ced56ef3c35b00dcbf53	2074310977	released
b80607c0-76c8-4ae7-99cf-c9fb579f2868	TCGA-DX-A8BO-01Z-00-DX2.13B8FEF6-3BF0-4CD9-B084-C05757E1280D.svs	f9d57fc77de5aef52ff79113bc539ede	2475017837	released
bc3b5048-1894-472d-976e-037feea3c728	TCGA-DX-A6BE-01Z-00-DX2.A799F2A2-3BB8-4CD2-9150-43B6B35474E4.svs	fd7b04ef620f6e48011b9ad61b5745e1	2878666229	released
a1c664fa-cd1e-48d6-a8ed-4409fe67c18f	TCGA-DX-AB2V-01Z-00-DX2.11789EB5-CECF-4687-939C-95A14F94373A.svs	8391e47541526b17561a9d89bbe2898b	1518153029	released
fe39b765-2e1b-4195-a4a3-5b7e5bd1d3f1	TCGA-DX-AB2V-01Z-00-DX3.BA3035B3-1623-4EE9-9DC3-B36B937EECA0.svs	5045e6608032105afe2095346af1c259	1375705975	released
e1810beb-4b19-4a90-8392-c2059e0d8690	TCGA-DX-AB2V-01Z-00-DX5.7BCD35CE-672B-4F46-967C-519EF8B3981C.svs	b71f2f996500f8ca712a38e1f06d0760	2233362211	released
44fff96e-2d34-4548-bb81-519ec8347778	TCGA-DX-AB2V-01Z-00-DX4.F37742FF-5ACD-4A37-ACBE-8F11914DC5D8.svs	4d1796a5cd110ca263d50962188f97c1	1865623467	released
90102a50-deb3-4e20-a7f3-59c5daabd61f	TCGA-DX-A8BV-01Z-00-DX2.438DDE32-1A4B-4E2C-842F-CBBC613709E7.svs	17530206ed9186f81590915270fb49b0	1042480831	released
b379b71b-a53e-4c12-8bc7-c0427d1d656e	TCGA-DX-A8BV-01Z-00-DX3.26CD470D-3903-4C32-8F52-0D3F62E80FBF.svs	a1f58febf5bc8906babde6de3483251a	1248509269	released
2b5049b9-8562-4ebe-afc0-36cc10b43580	TCGA-DX-A8BV-01Z-00-DX1.C494B11C-5393-4B14-84AF-B723E9AFA9D3.svs	adddafc23ec54e85059554a6c824e568	677773603	released
c5b4f977-1574-42ec-b411-d5b158465ca4	TCGA-DX-A8BV-01Z-00-DX5.889CD472-7BE4-45CD-9BB0-5EF35DE0A7D6.svs	87c1bd7f99b18a3a82d839e8ee3c8417	1184420499	released
e2ba2162-e130-43cd-93cb-0ba3bdca2cac	TCGA-DX-A8BV-01Z-00-DX4.9DA3D3C8-065E-4BC1-83AE-DF776493D232.svs	c8086332e107426fcd9ded799b535849	1520065257	released
dc818c24-9b11-45c3-abac-c5d3330c17eb	TCGA-DX-A6B7-01Z-00-DX2.FFA8BB5F-7B8D-4080-A4D2-1BF9C9DF71D9.svs	4b7dd0b8e5859b5b0c2fb9305b141e3d	2749500129	released
463097a8-8715-4eaa-8e7f-6fb5841a9dc1	TCGA-DX-A6B7-01Z-00-DX1.3BF2663B-9798-484E-87D3-EEAE740F3000.svs	8aa96996c0ee53faf12cabb286e5ba94	2140798333	released
327b34a5-bca6-42db-b831-d9f38ac481e7	TCGA-DX-A7EQ-01Z-00-DX1.6E243B4A-CE79-4B31-B98B-24B89E7C2FB4.svs	e58a87c0029f7866a7c5dc7cab7ea2e0	1662502087	released
01e9b85a-e6c7-4117-9bfd-86050f5a2ff7	TCGA-IW-A3M4-01Z-00-DX1.03BE04CC-552B-40E8-85DF-BB7F578FFAB9.svs	6ef35302e17fdb5f712c0ece967ad543	2303418723	released
4cba05e2-6ba9-4062-a987-f11ecfae7443	TCGA-QQ-A5VB-01Z-00-DX1.58E41898-B3C3-49BD-84D0-5585565ED12A.svs	a10721f2e96f22f9aa202a18c2b84ac8	1745838319	released
d1ecfdad-416b-434d-987d-3485280c5bd3	TCGA-DX-A6YR-01Z-00-DX1.8329CE17-C02B-4C56-8D02-54F40D95D624.svs	478bae1ff0ca41ee58b6d4add0209169	4223737758	released
608d1a4b-c570-416b-a400-43473fe9896e	TCGA-DX-A6YR-01Z-00-DX4.83CF6BA0-D578-4938-8E68-6458ED389F22.svs	5d978d8967cdeb314814bf72cdf41e94	3233632030	released
0d3c20f2-2062-4223-aa74-210b3c9dfe26	TCGA-DX-A6YR-01Z-00-DX2.0A773B32-C9E8-4D8C-AC75-0F51AD418E5F.svs	7bf0a4e596c4064619b320daf8ec4452	3230311746	released
a88c5ce0-08b3-456d-970b-da151be37070	TCGA-DX-A6YR-01Z-00-DX3.EC99B31B-75AA-4365-B413-4731E830CCF7.svs	5f4b7aa6e94033ba92d7b403798ddc01	3603236264	released
44b25566-562b-4f75-a781-ecc08a74e3e0	TCGA-DX-A6YR-01Z-00-DX5.BFFEB10D-5361-4265-A32D-198745B2A5E0.svs	c76879d1472b5ffba051be65c4d81f8c	3056095024	released
ed6b29f2-234b-43f3-b8ad-5c7fb9d6e006	TCGA-HB-A3YV-01Z-00-DX1.47379DF7-1A3B-46B5-AB2E-F7E6516345E9.svs	0528544128efd7c38250993f20cd4198	1544994207	released
843915f5-03b9-4acc-8e88-e3a8861d9c80	TCGA-HB-A3YV-01Z-00-DX2.3DE72C59-AC76-4590-96AA-768D326C8AFD.svs	b09686480b0967fbcfcbc849ccbbc8a7	388049351	released
70c703e3-4b9b-4537-949f-289f5be4fc3e	TCGA-MJ-A68J-01Z-00-DX1.CFC5D195-F78B-4950-BF3F-509222935BCD.svs	c063c878726d24cdd884ed1e2467985f	2396456287	released
9ed3145a-892d-43da-8228-c9398514ddcc	TCGA-DX-A6YU-01Z-00-DX3.F41A0254-14E3-4285-AA66-08A6E2D87379.svs	19dce0b45055ea0b7163ce5f42058623	2868291778	released
8bd9035a-d2f1-473f-a314-3ceffa85f2bd	TCGA-DX-A6YU-01Z-00-DX1.D06604E0-97BE-4A8E-8DF6-6DC422567818.svs	28434f0f12fbbfc7f8c7ab0a16abf023	2279715478	released
f1c9d035-fdcd-44f9-9a8f-ae320dd492c0	TCGA-DX-A6YU-01Z-00-DX2.F7731784-D39C-4896-80B3-F4625927269E.svs	af787e0f08356ecbed83e68a9202c7fd	3688739262	released
0c2ad254-292b-4b72-b373-84ee9f399c55	TCGA-DX-A6YU-01Z-00-DX4.C45DE6C3-AB4A-4580-AD0E-3F59D946777B.svs	93e1b8a2cdea24cee57c7223b22844b7	2773957328	released
471b692b-beaf-40ae-a1ff-8691f529a790	TCGA-DX-A6YU-01Z-00-DX5.B58EAC9E-58FD-4A2C-838B-C95905D554BC.svs	6789e39d1da3e6d017928e9177d3988c	2740656222	released
749b7b64-3307-4ae7-b8fb-fe4e1cec5283	TCGA-FX-A48G-01Z-00-DX1.21A58F45-F845-47DB-8D67-8B920537E88C.svs	03388b8e6916f0a7a8bb00e29b0247ce	71611334	released
3e579ea4-160a-4c48-a87f-0e04c367a31a	TCGA-FX-A3TO-01Z-00-DX1.12C531E9-F507-4580-B958-AC58C6B3A5D9.svs	9023cc90865076e981d5811c2c58eeff	416720182	released
636af44b-3bed-4c13-8626-95ce52ad5520	TCGA-MJ-A850-01Z-00-DX1.67DDD01B-0D67-4A0F-B535-B9A1E1BE65EA.svs	1f38c08240fc95dbcd969d60b4d9e8ba	1817124471	released
6eff6ade-008c-4d50-8276-801bc5180444	TCGA-DX-A3U9-01Z-00-DX1.A9CFE75C-55A7-47B0-89FD-8A18CA8F7858.svs	293b9fd26ca65db3b78a22da0ea86508	2786253765	released
375b59d3-4f66-4fa9-bbcb-1cf8ef1de835	TCGA-DX-A6Z2-01Z-00-DX1.1B9B9A3E-B516-4B9B-9A4E-5BD3C837411E.svs	c06f9fa0f614b48888e5c0cb22eabc93	941846183	released
0108d807-5044-4278-8128-6081bca79155	TCGA-DX-A6Z2-01Z-00-DX2.9B89E664-C8DE-48A9-85C6-C12AB2D6B17C.svs	7052b13b26621039919ac3642b145dc6	1010423303	released
de429424-3fae-4fa2-9a1b-389992a9e5f8	TCGA-DX-A6Z2-01Z-00-DX3.8E9D13B6-A8DE-4EF9-93F1-9515FB887476.svs	ab80e9f84a14daabb857e5fa935f2b00	1120141987	released
905fdd54-d9cf-44a4-b41c-7fd05481207c	TCGA-X6-A7WC-01Z-00-DX1.A1B72EE7-D7BD-4D23-A38F-39CC4E1C32A8.svs	e2cd9b4fd31fce634c123ba92e34d204	2494771065	released
cf64b394-1824-4c88-9dca-70662fc8d8a9	TCGA-X6-A7WC-01Z-00-DX5.797A61AF-B907-466A-B6E2-0BA414928CFD.svs	fd464b42ea70c405dc13e3735f78bb7b	2462118389	released
f19dec13-adac-4c82-bb8e-1d5de639cbf0	TCGA-X6-A7WC-01Z-00-DX2.3CDB7B6B-77F3-47CF-9AB4-374F3FD989DB.svs	2101432522255df935022b4ee164292d	2448902849	released
e8200219-6af1-44cc-b3b2-3a759a280400	TCGA-X6-A7WC-01Z-00-DX3.0AE0737F-F489-4669-8C04-FE05CFF80ABB.svs	47bfcf08fc9ac7e69abb96f92269f987	2464620915	released
3ffdbc90-f59c-437b-9077-e2576b458bfb	TCGA-X6-A7WC-01Z-00-DX4.25181176-A532-4611-9742-DD7C8DEE230C.svs	737e2e3beb6cf918fe27939548cff989	2409054465	released
a1382ac5-8b9c-4564-99e8-47d711ced2e1	TCGA-UE-A6QU-01Z-00-DX1.5951665E-5B8D-45A9-A2C1-548CFCA08D99.svs	d6705b0014d0063ae0d378c787949589	2059389141	released
ee2d8619-ec6d-4193-ad5c-c7bab87ac038	TCGA-DX-AB37-01Z-00-DX3.AE53E163-C3F2-4BF1-8A2E-232842C590F1.svs	e78b9519b679c2285821fa29ad2ccc04	2182289375	released
1016853b-278e-419b-b383-5304832c69d3	TCGA-DX-AB37-01Z-00-DX1.B778136D-9699-48FA-91F2-16BD16569571.svs	c59698da1fbeec5160e6f97f3f324951	1147917835	released
1a4df9e1-64d9-493e-8965-6d90659f95d0	TCGA-DX-AB37-01Z-00-DX2.47D61CC1-F1E9-4423-9F64-6BAE8EC6735A.svs	9670d0f1aeae99765fe424d9500f5608	924982611	released
63501e12-e534-4b1f-9bc7-4fa931579907	TCGA-SG-A6Z4-01Z-00-DX1.9CB04160-3630-43B7-95AE-B50D5D6E35F5.svs	f04c14091f3763f0d0ed13b1f029e55e	1909450398	released
bac30596-e84e-4373-b584-a440ce08ee13	TCGA-DX-A23V-01Z-00-DX1.E7E5DAB8-EB00-44A2-91F1-2C660F624D1E.svs	1693bbea6805109419e29675ea29c6ff	1712503755	released
d3f90a7f-eafb-40d3-9477-98bce179b328	TCGA-DX-A2J1-01Z-00-DX1.51522171-EBCA-4A16-8F39-E794211F8B94.svs	e6b499533c2b8fc6780f12e60cd63ad1	2043687657	released
35eb671f-b433-4939-9e64-05440268c4fd	TCGA-IE-A3OV-01Z-00-DX1.19C1F0A8-C1D8-47D8-AC42-31A4F7C5CE17.svs	3308cd526f3c09bd4100e86a0b3c1d6f	429117884	released
8d6d5d83-c25e-4f5c-ad34-d78af27dd37e	TCGA-SI-A71P-01Z-00-DX3.84995B2A-A8EF-43E2-95E2-5543BF5AC3DF.svs	aa802874f4caf6589a8aeb44b9c3e3cd	1063169775	released
a79891ae-b796-49f3-8d85-95ad3bfc2bb6	TCGA-SI-A71P-01Z-00-DX1.CDF74AE3-7DA8-4467-95AD-072C0279BD4E.svs	6ef004a5f6d1524dde3dc2bdd9c5e477	1073413511	released
19aa48dd-6adc-44fd-88e0-37133b3b52a1	TCGA-SI-A71P-01Z-00-DX5.312CA0F7-2AAC-4355-B04B-9632C49A14CD.svs	cade097ea5a32b89c22c5cc9f3b8724a	1076962687	released
41240f65-484a-48bf-ac0b-0dec95ee91fb	TCGA-SI-A71P-01Z-00-DX2.E412D194-CDF3-4808-932C-0C45693AD9CE.svs	3c1aa9c3f004099b5244ddbf04e567f4	1073813695	released
246114b3-379e-4d7e-9ab4-dd1185bce228	TCGA-SI-A71P-01Z-00-DX4.5247C88E-BC43-4E11-88F6-559F6AA7F797.svs	4191ad577e013c524321010bcef3209e	1060815181	released
d3c9a052-709e-44d2-bc27-56996273cb56	TCGA-IS-A3KA-01Z-00-DX1.471418F9-DCB4-493F-8AE0-F28F4586FA0F.svs	45fb9268f5dcad8cdf62c3ea40be1066	739427786	released
c5f3c19a-bfc7-44af-bdf6-1cb540be4d18	TCGA-K1-A3PO-01Z-00-DX1.2DFAD3A1-82BE-47FE-A4F0-03D25345CBD7.svs	00ea8567ccb8e503d829aaead1661001	1952356037	released
d939e420-2a66-4b6e-9f62-d024e360882c	TCGA-DX-AB2L-01Z-00-DXH.4C927CCC-9572-457C-85E3-6BA5458FD983.svs	42bb024c628c7dc9012913384edebb11	1929189105	released
295d9ce2-3d8b-4843-96dc-0c829ca0f628	TCGA-DX-AB2L-01Z-00-DX7.E2453E84-0C56-4CE1-8154-4B624F121B1D.svs	497eb9bd6af49819c455ed14c2c50960	2217113303	released
341f03d1-c1f2-4234-b8a1-0c945ef3dd26	TCGA-DX-AB2L-01Z-00-DXU.95E300FB-73A2-463A-9A1C-069770C86F52.svs	eaf7d6b5c12553b162524e6857f9f437	873648601	released
96f47db3-32fd-48f3-a5ff-8b7e8899ef84	TCGA-DX-AB2L-01Z-00-DXK.0729AB89-F7CF-4DDB-9735-87D2402DE5B5.svs	1630b3986a80516f2b8318346db0bf5e	1551765067	released
cf0972c7-54d0-4573-8602-18cd73927be2	TCGA-DX-AB2L-01Z-00-DXC.3598742C-CB50-4F43-BFA4-58117446F7B6.svs	878c842ce69ad965e1d9212e2a45a16b	1817041811	released
ff2deddb-954c-44ed-b858-6256eff06cc9	TCGA-DX-AB2L-01Z-00-DXI.B49EF622-5A3A-4AAD-A2AF-B58150DD707C.svs	906b25f70e5149623280e2d4b988f51d	1138195261	released
